year0,orig,dest,sd_drop_neg,sd_rev_neg,mig_rate,da_min_open,da_min_closed,da_pb_closed
1995,FRA,NIC,8,8,36.5,11.59,0.02,13.72
1995,DEU,NIC,0,0,97.66,0,0,32.4
1995,LIE,NIC,0,0,0,0,0,0.01
1995,LUX,NIC,0,0,0,0.03,0,0.03
1995,MCO,NIC,0,0,0,0,0,0
1995,NLD,NIC,67,67,30.58,52.07,0,16.54
1995,CHE,NIC,0,0,24.99,0.21,0,8.13
1995,AIA,NIC,0,0,0,0,0,0
1995,ATG,NIC,37,37,9.21,38.91,25.6,29.1
1995,ABW,NIC,0,0,0,0,0,4.14
1995,BHS,NIC,26,27,6.25,13.59,7.86,12.53
1995,BRB,NIC,0,0,0,0,0,0.04
1995,VGB,NIC,0,0,0,0,0,0.06
1995,CYM,NIC,0,0,0,0,0,43.61
1995,CUB,NIC,43,200,233.8,66.18,0,111.04
1995,CUW,NIC,0,0,0,0,1.82,1.63
1995,DMA,NIC,0,0,0,0,0,0.03
1995,DOM,NIC,3,3,17.1,4.52,0,46.04
1995,GRD,NIC,0,0,0,0,0,0
1995,GLP,NIC,0,0,0,0.02,0.02,0.04
1995,HTI,NIC,0,0,6.58,0.6,0,1.94
1995,JAM,NIC,0,0,10.19,0,0,13.63
1995,MTQ,NIC,0,0,0,0,0,0.01
1995,MSR,NIC,0,0,0,0.59,1.74,1.54
1995,PRI,NIC,3,3,14.14,3.21,0,44.39
1995,KNA,NIC,0,0,0,0,0,0.03
1995,LCA,NIC,0,0,0,0,0,0.01
1995,VCT,NIC,0,0,0,0,0,0.01
1995,SXM,NIC,0,0,0,0,0.06,0.13
1995,TTO,NIC,0,0,0,0,0,0
1995,TCA,NIC,0,0,0,12.85,6.37,5.56
1995,VIR,NIC,0,0,0,0,0,0.64
1995,BLZ,NIC,0,0,15.78,0.01,0,4.27
1995,CRI,NIC,2221,2221,1554.42,2183.31,2085.19,17235.46
1995,SLV,NIC,0,0,702.4,201.06,267.84,988.36
1995,GTM,NIC,299,299,295.95,414.78,31.79,573.52
1995,HND,NIC,544,69049,3115.08,645.66,11.99,6806.61
1995,MEX,NIC,0,21,241.37,32.31,0,286.75
1995,NIC,NIC,0,0,0,0,0,0
1995,PAN,NIC,0,0,115.42,3.5,0,410.05
1995,ARG,NIC,41,47,48.34,50.22,0.26,44.93
1995,BOL,NIC,8,8,12.5,10.32,7.71,20.69
1995,BRA,NIC,0,24,36.17,3.28,0.01,56.98
1995,CHL,NIC,0,0,37.82,0.01,0,29.32
1995,COL,NIC,72,72,77.93,78.28,0,60.98
1995,ECU,NIC,8,8,25.65,10.77,0,19.61
1995,FLK,NIC,0,0,0,0,0,0
1995,GUF,NIC,0,0,0,0,0,0.01
1995,GUY,NIC,0,0,0,0,0,0
1995,PRY,NIC,0,0,0,0.14,0.02,0.07
1995,PER,NIC,9,9,57.88,15.34,0.05,23.28
1995,SUR,NIC,0,0,0,0,0,0
1995,URY,NIC,12,12,2.96,12.31,7.84,9.08
1995,VEN,NIC,9,268,38.15,100.35,0,195.53
1995,BMU,NIC,0,0,0,0.44,0,0.01
1995,CAN,NIC,33,33,48.34,30.34,0,687.6
1995,GRL,NIC,0,0,0,0.14,0,0.01
1995,SPM,NIC,0,0,0,0,0,0
1995,USA,NIC,54,26923,970.73,154.1,0.07,21970.29
1995,AUS,NIC,0,54,0,1.54,0,74.92
1995,NZL,NIC,0,0,0,0.37,0,0.08
1995,FJI,NIC,0,0,0,0.01,0,0
1995,NCL,NIC,0,0,0,0,0,0.01
1995,PNG,NIC,0,0,0,0.24,0,0
1995,SLB,NIC,0,0,0,0,0,0
1995,VUT,NIC,0,0,0,0,0,0
1995,GUM,NIC,0,0,0,2.32,0,0.03
1995,KIR,NIC,0,0,0,0,0,0
1995,MHL,NIC,0,0,0,0,0,0
1995,FSM,NIC,0,0,0,0,0,0
1995,NRU,NIC,0,0,0,0,0,0
1995,MNP,NIC,0,0,0,0.03,0,0
1995,PLW,NIC,0,0,0,0,0,0
1995,ASM,NIC,0,0,0,0,0,0.01
1995,COK,NIC,0,0,0,0,0,0
1995,PYF,NIC,0,0,0,0,0,0.01
1995,NIU,NIC,0,0,0,0,0,0
1995,WSM,NIC,0,0,0,0,0,0
1995,TKL,NIC,0,0,0,0,0,0
1995,TON,NIC,0,0,0,0,0,0
1995,TUV,NIC,0,0,0,0.01,0,0
1995,WLF,NIC,0,0,0,0,0,0
1995,BDI,PAN,0,0,0,0.01,0.45,0.39
1995,COM,PAN,0,0,0,0,0.01,0.01
1995,DJI,PAN,0,0,0,0,0,0
1995,ERI,PAN,0,0,0,0,0,0
1995,ETH,PAN,0,0,0,0,0,0
1995,KEN,PAN,0,0,0,0,0,0
1995,MDG,PAN,0,0,0,0,0,0.01
1995,MWI,PAN,0,0,0,0,4.54,3.96
1995,MUS,PAN,0,0,0,0.04,0.09,0.09
1995,MYT,PAN,0,0,0,0,0,0
1995,MOZ,PAN,0,0,0,0,1.78,1.56
1995,REU,PAN,0,0,0,0,0.59,0.57
1995,RWA,PAN,0,0,0,0,0,0
1995,SYC,PAN,0,0,0,0.01,0.74,0.65
1995,SOM,PAN,0,0,0,0,0,0
1995,UGA,PAN,0,0,0,0,4.44,3.87
1995,TZA,PAN,0,0,0,0,22.07,19.22
1995,ZMB,PAN,0,0,0,0.15,9.45,8.23
1995,ZWE,PAN,0,0,0,0,6.04,5.29
1995,AGO,PAN,0,0,0,0,0,0.01
1995,CMR,PAN,0,0,0,0.03,0,0.01
1995,CAF,PAN,0,0,0,0,2.25,1.98
1995,TCD,PAN,0,0,0,0,0,0
1995,COG,PAN,0,0,0,0.11,3.73,3.27
1995,COD,PAN,0,0,0,0,0,0
1995,GNQ,PAN,0,0,0,0,0,0
1995,GAB,PAN,0,0,0,0,0,0.02
1995,STP,PAN,0,0,0,0,0,0
1995,DZA,PAN,0,0,0,9.7,13.45,11.84
1995,EGY,PAN,12,12,9.87,12.71,4.72,9.66
1995,LBY,PAN,7,7,4.93,43.85,91.84,84.05
1995,MAR,PAN,13,13,10.85,13.94,26.49,29.6
1995,SUD,PAN,0,0,0,0,4.83,4.21
1995,TUN,PAN,0,0,0,0.02,0.01,0.02
1995,ESH,PAN,0,0,0,0,0,0
1995,BWA,PAN,0,0,0,1.21,3.61,3.15
1995,SWZ,PAN,0,0,0,0,1.87,1.63
1995,LSO,PAN,0,0,0,0.03,2.86,2.49
1995,NAM,PAN,0,0,0,0.2,18.64,16.3
1995,ZAF,PAN,7,7,5.59,15.38,232.68,208.78
1995,BEN,PAN,0,0,0,0,0,0
1995,BFA,PAN,0,0,0,0,0,0
1995,CPV,PAN,0,0,0,0,0.08,0.07
1995,CIV,PAN,0,0,0,0,0,0
1995,GMB,PAN,0,0,0,0,0,0
1995,GHA,PAN,0,0,0,0,0,0.01
1995,GIN,PAN,0,0,0,0.54,2.28,1.99
1995,GNB,PAN,0,0,0,0,0.95,0.83
1995,LBR,PAN,0,0,0,0,0,0.06
1995,MLI,PAN,0,0,0,0.11,0.59,0.52
1995,MRT,PAN,0,0,0,0,2.02,1.76
1995,NER,PAN,0,0,0,0.26,0,0
1995,NGA,PAN,4,4,2.96,3.86,0,1.24
1995,SHN,PAN,0,0,0,0,0.03,0.02
1995,SEN,PAN,0,0,0,0.29,10.64,9.3
1995,SLE,PAN,0,0,0,0,3.97,3.49
1995,TGO,PAN,0,0,0,0.03,0,0
1995,KAZ,PAN,0,0,0,9.43,146.43,128.22
1995,KGZ,PAN,0,0,0,3.14,12.83,11.34
1995,TJK,PAN,0,0,0,0.9,23.66,20.76
1995,TKM,PAN,0,0,0,0.46,1.43,1.29
1995,UZB,PAN,0,0,0,2.78,14.28,13.05
1995,CHN,PAN,861,861,3432.74,1039.57,1405.97,2773.81
1995,HKG,PAN,101,101,88.79,81.58,1.36,42.31
1995,MAC,PAN,0,0,0,0.01,0.27,0.59
1995,TWN,PAN,0,0,0,0,0,0.21
1995,PRK,PAN,0,0,0,0.11,12.12,10.59
1995,JPN,PAN,91,91,80.24,0.8,183.98,209.84
1995,MNG,PAN,0,0,0,0,4.24,3.7
1995,KOR,PAN,52,52,45.71,55.1,120.39,133.43
1995,BRN,PAN,0,0,0,0,0.03,0.05
1995,KHM,PAN,0,0,0,0,0,0
1995,IDN,PAN,27,27,23.02,28.78,14.51,24.32
1995,LAO,PAN,0,0,0,0.48,2.12,1.85
1995,MYS,PAN,7,7,5.59,7.69,1.1,3.91
1995,MMR,PAN,12,12,10.52,19.5,53.69,52.75
1995,PHL,PAN,121,121,106.21,130.76,106.59,147.02
1995,SGP,PAN,6,6,4.6,5.53,0,2.77
1995,THA,PAN,1,1,0.99,73.86,0,0.48
1995,TLS,PAN,0,0,0,0,4.34,3.79
1995,VNM,PAN,2,2,1.97,2.04,0,0.83
1995,AFG,PAN,0,0,0,0,0,0
1995,BGD,PAN,4,4,2.96,6.86,81.03,72.76
1995,BTN,PAN,0,0,0,0,1.76,1.55
1995,IND,PAN,374,374,571.52,381.09,474.86,699.99
1995,IRN,PAN,17,17,14.8,16.35,0,6.54
1995,MDV,PAN,0,0,0,0.04,0.11,0.1
1995,NPL,PAN,0,0,0,1.1,84.26,73.53
1995,PAK,PAN,6,6,14.8,52.62,103.59,97.75
1995,LKA,PAN,0,0,0,0.85,0,0.01
1995,ARM,PAN,0,0,0,1.17,6.55,5.79
1995,AZE,PAN,0,0,0,0.06,0.18,0.18
1995,BHR,PAN,0,0,0,0.03,0.29,0.32
1995,CYP,PAN,0,0,0,0,0,0.99
1995,GEO,PAN,0,0,0,1.98,17.47,15.27
1995,IRQ,PAN,0,0,0,0.24,0,0.21
1995,ISR,PAN,88,88,155.21,7.85,2.74,70.91
1995,JOR,PAN,23,23,20.06,30.91,43.67,53.28
1995,KWT,PAN,0,0,0,0.09,1.96,2.04
1995,LBN,PAN,41,41,99.64,44.07,38.71,75.21
1995,OMN,PAN,0,0,0,0,24.91,21.77
1995,QAT,PAN,0,0,0,0,0,0.15
1995,SAU,PAN,10,10,8.22,7.77,2.28,8.15
1995,PSE,PAN,31,31,26.31,30.98,12,19
1995,SYR,PAN,45,45,39.13,46.8,99.44,111.87
1995,TUR,PAN,5,5,11.51,9.27,100.36,95.33
1995,ARE,PAN,0,0,0,0,0,0.58
1995,YEM,PAN,0,0,0,0.06,0.62,0.56
1995,BLR,PAN,0,0,0,0,0.12,0.58
1995,BGR,PAN,22,22,14.47,21.74,56.82,60.62
1995,CZE,PAN,6,6,6.58,6.2,15.46,17.44
1995,HUN,PAN,0,0,15.46,1.67,2.78,7.19
1995,POL,PAN,9,9,23.35,13.47,41.82,48.58
1995,MDA,PAN,0,0,0,3.75,16.99,14.93
1995,ROU,PAN,19,19,17.1,17.17,54.59,58.9
1995,RUS,PAN,13,13,130.22,1.71,48.43,105.79
1995,SVK,PAN,1,1,1.64,1.08,3.5,3.99
1995,UKR,PAN,34,34,30.91,28.93,120.66,125.63
1995,DNK,PAN,12,12,9.21,6.47,14.3,22.15
1995,EST,PAN,0,0,0,1.19,2.9,2.64
1995,FRO,PAN,0,0,0,0.01,0.14,0.12
1995,FIN,PAN,3,3,2.63,2.35,0.56,3.49
1995,ISL,PAN,0,0,0,0.01,0.01,0.28
1995,IRL,PAN,9,9,4.93,0,6.21,8.5
1995,IMN,PAN,0,0,0,0.08,0.28,0.28
1995,LVA,PAN,0,0,0,2.82,15.02,13.29
1995,LTU,PAN,8,8,6.58,2.25,35.73,35.62
1995,NOR,PAN,0,0,1.97,0.21,4.3,7.81
1995,SWE,PAN,14,14,12.17,15.25,37.79,41.54
1995,GBR,PAN,15,15,103.26,17.65,74.24,115.73
1995,ALB,PAN,0,0,0,0,11.49,10.2
1995,AND,PAN,0,0,0,0.03,7.19,6.53
1995,BIH,PAN,0,0,0,0.01,0,0.06
1995,HRV,PAN,7,7,12.82,8.59,22.76,25.34
1995,GIB,PAN,0,0,0,0.15,1.47,1.3
1995,GRC,PAN,5,78,73.66,58.59,241.2,274.34
1995,ITA,PAN,78,78,164.42,4.48,346.44,476.38
1995,MLT,PAN,0,0,0,0,0,0.02
1995,MKD,PAN,0,0,0,0.01,0.2,0.2
1995,PRT,PAN,0,0,49.98,0,11.71,37.34
1995,SMR,PAN,0,0,0,0,0,0.01
1995,SCG,PAN,4,4,9.54,12.62,34.93,36.19
1995,SVN,PAN,0,0,0,0.42,1.93,1.8
1995,ESP,PAN,80,80,799.73,0,0.44,351.4
1995,AUT,PAN,8,8,14.8,7.18,36.9,40.81
1995,BEL,PAN,0,0,7.56,0,46.42,45.11
1995,FRA,PAN,40,40,92.73,93.28,184.33,212.76
1995,DEU,PAN,82,82,113.12,2.47,437.47,450.98
1995,LIE,PAN,0,0,0,0,0.44,0.42
1995,LUX,PAN,0,0,0,0.48,1.94,1.87
1995,MCO,PAN,0,0,0,0,0,0.01
1995,NLD,PAN,18,18,29.6,15.22,6.26,21.43
1995,CHE,PAN,45,45,39.79,43.92,114.22,125.71
1995,AIA,PAN,0,0,0,0,0,0.05
1995,ATG,PAN,0,0,0,0,0.42,0.72
1995,ABW,PAN,0,0,0,0,0,0.85
1995,BHS,PAN,0,1,0,0.39,3.41,5.24
1995,BRB,PAN,0,0,28.94,0,1.51,8.14
1995,VGB,PAN,0,0,0,0,0,0.15
1995,CYM,PAN,0,0,0,0,0.17,11.89
1995,CUB,PAN,0,42,787.9,8.81,15.54,244.25
1995,CUW,PAN,34,34,28.94,47.83,195.72,192.32
1995,DMA,PAN,7,7,5.59,7.69,15.93,16.85
1995,DOM,PAN,2305,2305,1168.69,2352.95,2847.02,3314.74
1995,GRD,PAN,0,0,3.62,0,0,0.26
1995,GLP,PAN,0,0,0,10.22,32.56,29
1995,HTI,PAN,96,96,67.08,99.2,125.9,147.36
1995,JAM,PAN,0,0,238.08,0,0.05,70.02
1995,MTQ,PAN,0,0,0,0,0.09,0.14
1995,MSR,PAN,0,0,0,0.34,2.14,1.89
1995,PRI,PAN,50,257,93.72,48.74,70.26,302.86
1995,KNA,PAN,0,0,0,0,0,0.01
1995,LCA,PAN,0,0,0,0,0,2.33
1995,VCT,PAN,0,0,0,0,0.27,0.29
1995,SXM,PAN,0,0,0,0,13.5,12.5
1995,TTO,PAN,0,0,17.43,0.02,0,4.98
1995,TCA,PAN,0,0,0,0,0,0.08
1995,VIR,PAN,0,0,0,0,22.65,20.27
1995,BLZ,PAN,14,14,23.68,10.7,0.11,11.57
1995,CRI,PAN,499,499,1366.32,579.08,3025.36,4674.29
1995,SLV,PAN,0,102,705.69,67.9,1251.86,1489.01
1995,GTM,PAN,127,153,155.54,189.9,401.72,464.15
1995,HND,PAN,123,123,235.12,487.95,714.01,751.76
1995,MEX,PAN,531,536,595.2,570.91,665.01,1070.18
1995,NIC,PAN,330,334,1510.35,214.03,2675.79,3173.37
1995,PAN,PAN,0,0,0,0,0,0
1995,ARG,PAN,129,189,219.33,231.83,600.68,770.38
1995,BOL,PAN,0,0,63.79,3.57,170.8,194.94
1995,BRA,PAN,107,123,228.54,146.13,245.87,400.95
1995,CHL,PAN,63,63,327.85,73.5,262.32,432.24
1995,COL,PAN,4294,4373,5649.1,4617.78,3310.32,5721.58
1995,ECU,PAN,292,292,527.46,337.9,787.34,1000.91
1995,FLK,PAN,0,0,0,0,0,0
1995,GUF,PAN,0,0,0,0,0,0.12
1995,GUY,PAN,0,0,12.5,0,0,3.23
1995,PRY,PAN,0,0,11.51,6.66,32.46,33.41
1995,PER,PAN,527,527,713.58,588.22,1233.14,1501.23
1995,SUR,PAN,0,0,0,0,0,0.03
1995,URY,PAN,65,65,65.44,77.87,168.79,184.31
1995,VEN,PAN,274,501,235.12,364.47,338.01,618.37
1995,BMU,PAN,0,0,0,2.79,4.54,3.99
1995,CAN,PAN,158,158,92.07,121.47,256.52,297.37
1995,GRL,PAN,0,0,0,1.1,1.13,0.99
1995,SPM,PAN,7,7,4.93,8.72,20.12,21.36
1995,USA,PAN,1078,1078,1359.42,1410.4,1103.15,15987.05
1995,AUS,PAN,0,0,25.98,6.96,14.03,41.45
1995,NZL,PAN,9,9,7.89,9.44,16.51,18.97
1995,FJI,PAN,0,0,0,0.04,0.5,0.44
1995,NCL,PAN,0,0,0,0,0.02,0.04
1995,PNG,PAN,0,0,0,1.77,0,0
1995,SLB,PAN,0,0,0,0.01,0.54,0.47
1995,VUT,PAN,0,0,0,0.01,0.14,0.12
1995,GUM,PAN,0,0,0,18.26,53.32,46.5
1995,KIR,PAN,0,0,0,0,0.4,0.35
1995,MHL,PAN,0,0,0,0,15.89,13.83
1995,FSM,PAN,0,0,0,0.04,2.68,2.34
1995,NRU,PAN,0,0,0,0.02,0.64,0.55
1995,MNP,PAN,0,0,0,0.1,0,0.04
1995,PLW,PAN,0,0,0,0,0.21,0.19
1995,ASM,PAN,0,0,0,0,7.44,6.49
1995,COK,PAN,0,0,0,0,0,0
1995,PYF,PAN,0,0,0,0,2.33,2.05
1995,NIU,PAN,0,0,0,0,0.01,0.01
1995,WSM,PAN,0,0,0,0.01,0.05,0.05
1995,TKL,PAN,0,0,0,0,0,0
1995,TON,PAN,0,0,0,0,0.02,0.02
1995,TUV,PAN,0,0,0,0.04,0.19,0.16
1995,WLF,PAN,0,0,0,0,0,0
1995,BDI,ARG,0,0,0,0,0,0.04
1995,COM,ARG,0,0,0,0,0,0.01
1995,DJI,ARG,0,0,0,0,0,0
1995,ERI,ARG,0,0,0,0,0,0
1995,ETH,ARG,0,0,0,0,0,0
1995,KEN,ARG,0,0,0,0,0.04,0.04
1995,MDG,ARG,0,0,0,0,0,0.09
1995,MWI,ARG,0,0,0,0,4.9,4.32
1995,MUS,ARG,0,0,0,0,0.02,0.07
1995,MYT,ARG,0,0,0,0,0,0.06
1995,MOZ,ARG,0,0,0,0,1.1,1.59
1995,REU,ARG,0,0,0,0,0,0.97
1995,RWA,ARG,0,0,0,0,0,0
1995,SYC,ARG,0,0,0,0,0.05,0.08
1995,SOM,ARG,0,0,0,0,0,0
1995,UGA,ARG,0,0,0,0,0,0.03
1995,TZA,ARG,0,0,0,0,0.64,1.15
1995,ZMB,ARG,0,0,0,0.05,0.98,0.9
1995,ZWE,ARG,0,0,0,0,1.7,1.83
1995,AGO,ARG,0,0,0,0,0,0.69
1995,CMR,ARG,0,0,0,0,0,0.16
1995,CAF,ARG,0,0,0,0,0,0.31
1995,TCD,ARG,0,0,0,0,0,0.01
1995,COG,ARG,0,0,0,0,0.13,0.39
1995,COD,ARG,0,0,0,0,0,0
1995,GNQ,ARG,0,0,0,0,0,0.11
1995,GAB,ARG,0,0,0,0,0,0.16
1995,STP,ARG,0,0,0,0,0,0.03
1995,DZA,ARG,0,0,61.16,14.43,0.88,21.81
1995,EGY,ARG,0,0,79.58,2.66,0,29.13
1995,LBY,ARG,0,0,0,46.19,6.2,13.52
1995,MAR,ARG,0,0,67.08,3.71,5.62,31.84
1995,SUD,ARG,0,0,0,0,1,0.89
1995,TUN,ARG,0,0,0,0.05,0,0.9
1995,ESH,ARG,0,0,0,0,0,0
1995,BWA,ARG,0,0,0,1.99,0.27,0.4
1995,SWZ,ARG,0,0,0,0,1.72,1.52
1995,LSO,ARG,0,0,0,0.03,1.83,1.6
1995,NAM,ARG,0,3,0,0.3,8.59,20.79
1995,ZAF,ARG,0,0,117.72,33.73,583.86,793.04
1995,BEN,ARG,0,0,0,0,0,0.01
1995,BFA,ARG,0,0,0,0,0,0
1995,CPV,ARG,0,0,0,0,0.02,1.38
1995,CIV,ARG,0,0,0,0,0,0
1995,GMB,ARG,0,0,0,0,0,0.02
1995,GHA,ARG,0,0,0,0,0,0.09
1995,GIN,ARG,0,0,0,0,0.03,0.16
1995,GNB,ARG,0,0,0,0.14,0.35,0.42
1995,LBR,ARG,0,0,0,0,0,0.5
1995,MLI,ARG,0,0,0,0.2,0.11,0.15
1995,MRT,ARG,0,0,0,0,0.41,11.49
1995,NER,ARG,0,0,0,0,0,0
1995,NGA,ARG,0,0,0,0,0,0
1995,SHN,ARG,0,0,0,0,0,0
1995,SEN,ARG,1,1,3.95,1.68,6.81,8.33
1995,SLE,ARG,0,0,0,0,0.31,0.43
1995,TGO,ARG,0,0,0,0,0,0.02
1995,KAZ,ARG,0,0,0,0.46,128.54,121.26
1995,KGZ,ARG,0,0,0,1.34,22.54,23.06
1995,TJK,ARG,0,0,0,0.57,10.56,10.96
1995,TKM,ARG,0,0,0,0.67,1.22,2.05
1995,UZB,ARG,0,0,0,0,29.05,34.06
1995,CHN,ARG,2305,2305,1552.44,2285.92,985.74,1789.36
1995,HKG,ARG,0,0,0,0,0,2.07
1995,MAC,ARG,0,0,0,0,0,0.52
1995,TWN,ARG,0,0,1204.86,44.92,0,412.64
1995,PRK,ARG,0,0,1454.12,49.01,789.65,1307.98
1995,JPN,ARG,0,0,1813.21,0,0,1032.01
1995,MNG,ARG,0,0,0,0,4.29,3.82
1995,KOR,ARG,0,0,3441.62,0,0,1143.19
1995,BRN,ARG,0,0,0,0,0,0.03
1995,KHM,ARG,0,0,0,0,0,0.01
1995,IDN,ARG,0,0,0,0.71,0.28,0.61
1995,LAO,ARG,0,0,165.08,13.26,59.34,112.15
1995,MYS,ARG,0,0,0,0,0,0.18
1995,MMR,ARG,0,0,0,15.23,19.45,16.96
1995,PHL,ARG,0,0,0,11.08,1.26,1.43
1995,SGP,ARG,0,0,0,0,0,0.4
1995,THA,ARG,0,0,0,160.24,0,0.16
1995,TLS,ARG,0,0,0,0,1.59,1.51
1995,VNM,ARG,0,0,0,0,0,0.17
1995,AFG,ARG,0,0,0,0,0,0
1995,BGD,ARG,0,0,0,4.78,32.89,30.06
1995,BTN,ARG,0,0,0,0,0.1,0.09
1995,IND,ARG,0,0,0,8.43,10.01,9.08
1995,IRN,ARG,0,0,60.51,0.08,0,16.72
1995,MDV,ARG,0,0,0,0.03,0,0.2
1995,NPL,ARG,0,0,0,2.41,10.74,9.37
1995,PAK,ARG,0,0,0,0.05,0.06,0.05
1995,LKA,ARG,0,0,0,0,0,0.21
1995,ARM,ARG,0,0,342.32,78.27,421.96,488.41
1995,AZE,ARG,0,0,0,0,1.28,15.96
1995,BHR,ARG,0,0,0,0,0,0.13
1995,CYP,ARG,0,0,95.03,0,0,35.61
1995,GEO,ARG,0,0,0,0.56,32.6,29.71
1995,IRQ,ARG,0,0,0,0,0,0.4
1995,ISR,ARG,0,0,704.7,2.03,0,3436.21
1995,JOR,ARG,0,0,0,0.05,0,6.08
1995,KWT,ARG,0,0,0,0,0,0.6
1995,LBN,ARG,0,0,765.86,0,0,182.58
1995,OMN,ARG,0,0,0,0,0,0.01
1995,QAT,ARG,0,0,0,0,0,0.23
1995,SAU,ARG,0,0,0,0,0,4.6
1995,PSE,ARG,0,0,57.22,0.12,0,14.51
1995,SYR,ARG,0,0,1174.28,0,0,337.41
1995,TUR,ARG,0,0,414.99,0.01,307.51,447.6
1995,ARE,ARG,0,0,0,0,0,1
1995,YEM,ARG,0,0,0,0,0,0.07
1995,BLR,ARG,0,0,0,0.19,1.37,21.75
1995,BGR,ARG,0,0,97.99,5.15,98,131.04
1995,CZE,ARG,0,0,763.56,0,0,208.57
1995,HUN,ARG,0,0,756.98,0.76,0.52,233.87
1995,POL,ARG,0,0,6969.39,8.1,5.2,1960.72
1995,MDA,ARG,0,0,0,0.07,83.21,76.25
1995,ROU,ARG,0,0,853.33,0.11,2.62,263.65
1995,RUS,ARG,0,0,2316.99,2.02,27.61,733.39
1995,SVK,ARG,0,0,58.86,3.22,30.56,55.96
1995,UKR,ARG,0,0,2173.62,0,616.77,1324.72
1995,DNK,ARG,0,0,125.94,3.01,0,164.07
1995,EST,ARG,0,0,59.85,0.13,15.58,37.13
1995,FRO,ARG,0,0,0,0,0,0.02
1995,FIN,ARG,0,0,0,0.51,0.1,15.79
1995,ISL,ARG,0,0,0,0,0,1.41
1995,IRL,ARG,0,0,90.76,0,2.23,33.84
1995,IMN,ARG,0,0,0,0.15,0,0.26
1995,LVA,ARG,0,0,0,1.35,8.02,12.55
1995,LTU,ARG,0,21,107.53,4,108.82,154.48
1995,NOR,ARG,0,0,76.62,3.28,0.03,97.85
1995,SWE,ARG,0,0,162.77,8.35,0,121.47
1995,GBR,ARG,0,0,1229.52,0.64,0,503
1995,ALB,ARG,0,0,0,0,0,8.92
1995,AND,ARG,0,0,0,1.14,0,28.35
1995,BIH,ARG,0,0,0,0,0,3.8
1995,HRV,ARG,0,0,765.86,8.33,3.69,243.89
1995,GIB,ARG,0,0,0,0,0.01,1.1
1995,GRC,ARG,0,2,923.38,136.83,36.09,425.01
1995,ITA,ARG,0,0,91196.58,0,0,34715.41
1995,MLT,ARG,0,0,0,0,0,1.57
1995,MKD,ARG,0,0,0,0,0,2.31
1995,PRT,ARG,0,0,3952.63,0,0,1164.84
1995,SMR,ARG,0,0,0,0,0,10.43
1995,SCG,ARG,0,35,2278.52,3.94,100.31,726.32
1995,SVN,ARG,0,0,602.76,0.03,104.36,331.82
1995,ESP,ARG,0,0,60322,0,0,25422.54
1995,AUT,ARG,0,0,1308.12,0,0.68,445.78
1995,BEL,ARG,0,0,632.36,0,0,504.42
1995,FRA,ARG,0,0,2441.62,0,0,1306.92
1995,DEU,ARG,0,0,4418.59,0.17,225.56,2064.5
1995,LIE,ARG,0,0,0,0,0.26,1.64
1995,LUX,ARG,0,1,0,0.42,0.18,18.93
1995,MCO,ARG,0,0,0,0,0,2.13
1995,NLD,ARG,0,0,761.26,0,0,264.27
1995,CHE,ARG,0,0,812.23,0,52.19,1167.88
1995,AIA,ARG,0,0,0,0,0,0.03
1995,ATG,ARG,0,0,0,0,0.01,0.14
1995,ABW,ARG,0,0,0,0,0.01,0.43
1995,BHS,ARG,0,0,0,0.1,0,1.17
1995,BRB,ARG,0,0,0,0,0,0.05
1995,VGB,ARG,0,0,0,0,0,0.07
1995,CYM,ARG,0,0,0,0,0.33,1.29
1995,CUB,ARG,199,292,937.52,381.86,10.95,386.59
1995,CUW,ARG,0,0,0,0,6.6,9.44
1995,DMA,ARG,0,0,0,0,0,0.01
1995,DOM,ARG,935,935,918.12,1020.69,490.18,1192.86
1995,GRD,ARG,0,0,0,0,0,0
1995,GLP,ARG,0,0,0,4.05,4.14,4.73
1995,HTI,ARG,0,23,3.95,0.42,0.02,52.88
1995,JAM,ARG,0,0,0,0,0.07,0.23
1995,MTQ,ARG,0,0,0,0,0,0.66
1995,MSR,ARG,0,0,0,0.24,0.06,0.06
1995,PRI,ARG,0,0,103.91,1.72,0.09,170.97
1995,KNA,ARG,0,0,0,0,0,0
1995,LCA,ARG,0,0,0,0,0,0.02
1995,VCT,ARG,0,0,0,0,0,0.01
1995,SXM,ARG,0,0,0,0,1.82,1.84
1995,TTO,ARG,0,0,0,0,0,0.04
1995,TCA,ARG,0,0,0,0,0,0.04
1995,VIR,ARG,0,0,0,0,0,0.29
1995,BLZ,ARG,0,0,0,0.01,0,0.14
1995,CRI,ARG,30,30,178.56,60.2,203.85,395.42
1995,SLV,ARG,140,185,3.29,90.27,219.21,247.03
1995,GTM,ARG,17,17,149.62,130.1,32.67,124.14
1995,HND,ARG,52,54,4.27,97.29,24.23,44.43
1995,MEX,ARG,0,0,2077.93,108.77,0,1368.55
1995,NIC,ARG,0,0,80.89,4.15,80.09,125.68
1995,PAN,ARG,0,0,294.31,1.3,0,167.23
1995,ARG,ARG,0,0,0,0,0,0
1995,BOL,ARG,33185,33185,62517.98,42857.8,94541.35,117637.62
1995,BRA,ARG,0,0,12158.78,242.29,0.73,7746.1
1995,CHL,ARG,0,0,70171.02,6158.27,7.57,30839.76
1995,COL,ARG,3,3,3.95,3.97,0,220.92
1995,ECU,ARG,1035,1035,4.6,1080.36,985.22,1239.22
